"Date","Open","High","Low","Close","Adj.Close","Volume","Stock","Title","Year","Genre","Runtime","Director","Writer","Actors","Rated","IMDB.Rating","Metascore","IMDB.Votes","Awards","Box.Office","Country","Language","Description"
"2013-10-04",1678.79,1691.94,1677.33,1690.5,1690.5,2880270000,"^SPX","Gravity","2013","Drama, Sci-Fi, Thriller","91 min","Alfonso Cuarón","Alfonso Cuarón, Jonás Cuarón","Sandra Bullock, George Clooney, Ed Harris","PG-13",7.7,96,"877,210","Won 7 Oscars. 240 wins & 187 nominations total","$274,092,705","United Kingdom, United States","English, Greenlandic","Dr. Ryan Stone (Sandra Bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalski (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to nothing but each other and spiraling out into the blackness."
"2013-10-11",1691.09,1703.44,1688.52,1703.2,1703.2,2944670000,"^SPX","Captain Phillips","2013","Action, Biography, Crime","134 min","Paul Greengrass","Billy Ray, Richard Phillips, Stephan Talty","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman","PG-13",7.8,82,"505,748","Nominated for 6 Oscars. 17 wins & 155 nominations total","$107,100,855","United States","English, Somali","Captain Phillips is a multi-layered examination of the 2009 hijacking of the U.S. container ship Maersk Alabama by a crew of Somali pirates. It is - through director Paul Greengrass's distinctive lens - simultaneously a pulse-pounding thriller, and a complex portrait of the myriad effects of globalization. The film focuses on the relationship between the Alabama's commanding officer, Captain Richard Phillips (two time Academy Award®-winner Tom Hanks), and the Somali pirate captain, Muse (Barkhad Abdi), who takes him hostage. Phillips and Muse are set on an unstoppable collision course when Muse and his crew target Phillips' unarmed ship; in the ensuing standoff, 145 miles off the Somali coast, both men will find themselves at the mercy of forces beyond their control."
"2013-10-18",1736.72,1745.31,1735.74,1744.5,1744.5,3664890000,"^SPX","Escape Plan","2013","Action, Thriller","115 min","Mikael Håfström","Miles Chapman, Jason Keller","Sylvester Stallone, Arnold Schwarzenegger, 50 Cent","R",6.7,49,"263,543","2 nominations total","$25,135,965","United States","English, German, Arabic, Urdu","Ray Breslin is a man who has devoted his life to making prisons inescapable by going into a prison as an inmate and trying to see if he can break out. And he has done a good job so far. A woman who says she works for the CIA approaches Ray and says that a new maximum security prison where the worst criminals are to be incarcerated, is about to be launched. So she wants him to go and make sure no one can get out. He agrees. So they make the necessary preps but when Ray arrives at the prison, he discovers that someone doesn't want him to get out. He then tries to find a way out but he needs help. Another prisoner, Rottmeyer becomes friendly with him. And they decide to work together to get out."
"2013-10-25",1756.01,1759.82,1752.45,1759.77,1759.77,3175720000,"^SPX","The Counselor","2013","Action, Adventure, Crime","117 min","Ridley Scott","Cormac McCarthy","Michael Fassbender, Penélope Cruz, Cameron Diaz","R",5.4,48,"107,489","5 wins & 3 nominations total","$16,973,715","United Kingdom, United States","English, Spanish, Dutch","A rich and successful lawyer, the Counselor, is about to get married to his fiancée but soon becomes entangled in a complex drug plot with a middle-man known as Westray. The plan ends up taking a horrible twist and he must protect himself and his soon to be bride as the truth of the drug business is uncovered and targets are eliminated."
"2013-11-01",1758.7,1765.67,1752.7,1761.64,1761.64,3686290000,"^SPX","Ender's Game","2013","Action, Adventure, Sci-Fi","114 min","Gavin Hood","Gavin Hood, Orson Scott Card","Harrison Ford, Asa Butterfield, Hailee Steinfeld","PG-13",6.6,51,"258,190","1 win & 6 nominations total","$61,737,191","United States","English","The Earth was ravaged by the Formics, an alien race seemingly determined to destroy humanity. Fifty years later, the people of Earth remain banded together to prevent their own annihilation from this technologically superior alien species. Ender Wiggin, a quiet but brilliant boy, may become the savior of the human race. He is separated from his beloved sister and his terrifying brother and brought to battle school in orbit around earth. He will be tested and honed into an empathetic killer who begins to despise what he does as he learns to fight in hopes of saving Earth and his family."
"2013-11-01",1758.7,1765.67,1752.7,1761.64,1761.64,3686290000,"^SPX","Free Birds","2013","Animation, Adventure, Comedy","91 min","Jimmy Hayward","Scott Mosier, Jimmy Hayward, David I. Stern","Woody Harrelson, Owen Wilson, Dan Fogler","PG",5.8,38,"26,882","2 nominations total","$55,750,480","United States, Canada, Japan, Australia","English","After years of fruitless warning of his farmyard brethren of the coming Thanksgiving doom, Reggie the Turkey finds himself spared as the annual Pardoned Turkey. However, Reggie's easy life is disrupted by Jake, a fanatic turkey who drags him along with the insane idea of going back in time to make sure turkeys are not part of the first Thanksgiving. Through foolhardiness and luck, the pair manage to take an experimental time machine to do just that. Now in 1621 at the Plymouth colony, Reggie and Jake find themselves in the middle of a turkey clan's struggle for survival. In doing so, their preconceptions of the world and themselves are challenged forever in a conflict from which the world will never be the same."
"2013-11-22",1797.21,1804.84,1794.7,1804.76,1804.76,3055140000,"^SPX","Dallas Buyers Club","2013","Biography, Drama","117 min","Jean-Marc Vallée","Craig Borten, Melisa Wallack","Matthew McConaughey, Jennifer Garner, Jared Leto","R",7.9,77,"532,298","Won 3 Oscars. 85 wins & 88 nominations total","$27,298,285","United States","English, Japanese","Dallas 1985. Electrician and sometimes rodeo bull rider Ron Woodroof lives hard, which includes heavy smoking, drinking, drug use (primarily cocaine) and casual sex. He is racist and homophobic. While in the hospital on a work related injury, the doctors discover and inform him that he is HIV+, and that he will most-likely die within thirty days. Ron is initially in angry denial that he would have a disease that only ""faggots"" have, but upon quick reflection comes to the realization that the diagnosis is probably true. He begins to read whatever research is available about the disease, which at this time seems to be most effectively treated by the drug AZT. AZT, however, is only in the clinical trials stage within the US. Incredulous that he, as a dying man, cannot pay for any drug which may save or at least prolong his life, he goes searching for it by whatever means possible. It eventually leads him to Mexico and a ""Dr."" Vass, an American physician whose license was revoked in the US because of his AIDS related work against US regulations. Dr. Vass leads Ron to a cocktail of other drugs, some vitamins, he believes are more effective in treating the symptoms, since the virus, as Ron learns, will always be in the system of those who have been exposed to it. Ron begins to smuggle these drugs not approved by the FDA into the US, not only for his own use but for sale to other HIV+ persons. In this venture, he goes into an unlikely partnership with a HIV+ transgender woman named Rayon, who he met in the hospital and who has greater contact with AIDS patients through the gay community. As they try to work both above ground to get the meds to those that need them and underground to avoid detection by especially the FDA, Ron comes up with an idea to circumvent the fact of selling the drugs - which are not considered drugs yet since they are not FDA approved - directly to the HIV+ population, which then should should not be against the law. Richard Barkley and Dr. Sevard, the FDA's lead man on the file and one of Ron's doctors respectively, the latter who sees clinical trials as the only way to determine the efficacy of drugs despite the fact that Ron and others would have probably died already without these drugs, try to stop Ron and Rayon at every turn. Caught in the middle is Dr. Eve Saks, another of Ron's doctors, who understands why policies are in place, but who can sympathize with Ron, Rayon and others - all her patients, directly or indirectly - in their situation."
"2013-11-27",1803.48,1808.27,1802.77,1807.23,1807.23,2613590000,"^SPX","Homefront","2013","Action, Crime, Thriller","100 min","Gary Fleder","Sylvester Stallone, Chuck Logan","Jason Statham, James Franco, Winona Ryder","R",6.5,40,"133,687","1 nomination total","$20,158,898","United States","English","Phil Broker is a former DEA agent who has gone through a crisis after his actions against a biker gang went horribly wrong ,and it cost the life of his boss's son. He is recently widowed and is left with a 9 year old daughter, Maddy. He decides to quit the turbulent and demanding life of the DEA for Maddy's sake and retires to a small town. His daughter fights off a boy who is bullying her at school, and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter, and he is ready to pay any cost that it demands."
"2013-11-27",1803.48,1808.27,1802.77,1807.23,1807.23,2613590000,"^SPX","The Book Thief","2013","Drama, War","131 min","Brian Percival","Markus Zusak, Michael Petroni","Sophie Nélisse, Geoffrey Rush, Emily Watson","PG-13",7.5,53,"143,834","Nominated for 1 Oscar. 9 wins & 17 nominations total","$21,488,481","Germany, United States, United Kingdom","English, German","In 1938, the young girl Liesel Meminger is traveling by train with her mother and her younger brother when he dies. Her mother buries the boy in a cemetery by the tracks and Liesel picks up a book, ""The Gravediggers Handbook"", which was left on the grave of her brother and brings it with her. Liesel is delivered to a foster family in a small town and later she learns that her mother left her because she is a communist. Her stepmother, Rosa Hubermann, is a rude but caring woman and her stepfather, Hans Hubermann, is a simple kind-hearted man. Liesel befriends her next door neighbor, the boy Rudy Steiner, and they go together to the school. When Hans discovers that Liesel cannot read, he teaches her using her book and Liesel becomes an obsessed reader. During a Nazi speech where the locals are forced to burn books in a bonfire, Liesel recovers one book for her and the Mayor's wife Ilsa Hermann witnesses her action. Meanwhile Hans hides the Jewish Max Vandenburg, who is the son of a deceased friend that saved his life in the war, in the basement of his house and Liesel becomes his friend. One day, Rosa asks Liesel to deliver laundry to the Mayor and Ilsa invites Liesel to go to her library and tells that she can visit her to read whenever she wants. But in times of war there are many threats and the lives of Liesel, her family and friends will never be the same."
"2013-12-06",1788.36,1806.04,1788.36,1805.09,1805.09,3150030000,"^SPX","Out of the Furnace","2013","Crime, Drama, Thriller","116 min","Scott Cooper","Brad Ingelsby, Scott Cooper","Christian Bale, Casey Affleck, Zoe Saldana","R",6.7,63,"127,700","1 win & 10 nominations total","$11,330,849","United Kingdom, United States","English","Russell and his younger brother Rodney live in the economically depressed Rust Belt and have always dreamed of escaping and finding better lives. But when a cruel twist of fate lands Russell in prison, Rodney becomes involved with one of the most violent and ruthless crime rings in the Northeast - a mistake that will cost him everything. Once released, Russell must choose between his own freedom or risking it all to seek justice for his brother."
"2013-12-18",1781.46,1811.08,1767.99,1810.65,1810.65,4327770000,"^SPX","Anchorman 2: The Legend Continues","2013","Comedy","119 min","Adam McKay","Will Ferrell, Adam McKay","Will Ferrell, Christina Applegate, Paul Rudd","PG-13",6.3,61,"195,727","1 win & 23 nominations total","$127,352,707","United States","English","Having left San Diego for New York City, Ron Burgundy is living the high life with his wife Veronica Corningstone and son Walter Burgundy. However, when the boss decides to promote Veronica to full time lead anchor and fire Ron, everything changes. Now heading back to San Diego, Ron is washed up and working part time at Sea World. His shot at redemption though comes in the form of a man named Freddie Schapp, who's an executive producer at the Global News Network, the world's first 24 hour round the clock news channel. He hires Ron, who proceeds to reunite the news team of Champ, Brick, and Brian, and head back to New York City. While there Ron and his news team are given the graveyard shift and a challenge. Ron comes up with a radical new idea to transform the news and that puts him at the top of the game once again. But how long will Ron's newfound fame last? And will Brick finally find true love?"
"2013-12-20",1810.39,1823.75,1810.25,1818.32,1818.32,5097700000,"^SPX","American Hustle","2013","Crime, Drama","138 min","David O. Russell","Eric Warren Singer, David O. Russell","Christian Bale, Amy Adams, Bradley Cooper","R",7.2,90,"506,035","Nominated for 10 Oscars. 70 wins & 227 nominations total","$150,117,807","United States, China","English, Arabic","A fictional film set in the alluring world of one of the most stunning scandals to rock our nation, American Hustle tells the story of brilliant con man Irving Rosenfeld (Christian Bale), who along with his equally cunning and seductive British partner Sydney Prosser (Amy Adams) is forced to work for a wild FBI agent Richie DiMaso (Bradley Cooper). DiMaso pushes them into a world of Jersey powerbrokers and mafia that's as dangerous as it is enchanting. Jeremy Renner is Carmine Polito, the passionate, volatile, New Jersey political operator caught between the con-artists and Feds. Irving's unpredictable wife Rosalyn (Jennifer Lawrence) could be the one to pull the thread that brings the entire world crashing down."
"2014-01-10",1840.06,1843.15,1832.43,1842.37,1842.37,3335710000,"^SPX","August: Osage County","2013","Comedy, Drama","121 min","John Wells","Tracy Letts","Meryl Streep, Dermot Mulroney, Julia Roberts","R",7.2,58,"96,891","Nominated for 2 Oscars. 16 wins & 66 nominations total","$37,738,810","United States","English","Violet Weston (Meryl Streep) has cancer and a propensity for pills and alcohol. She's a difficult woman to deal with and her husband has finally had enough. Violet's family gathers including middle daughter Ivy, youngest daughter Karen (with her new fiancé), eldest daughter Barbara (with her separated husband and teenage daughter), and her sister Mattie Fae (with her husband and son in tow). A family tragedy causes tensions to run high and secrets to come out. The Weston women will be forced to examine themselves and their lives whether they want to or not. Welcome to Osage County, Oklahoma in the sweltering heat of August."
"2014-01-10",1840.06,1843.15,1832.43,1842.37,1842.37,3335710000,"^SPX","Inside Llewyn Davis","2013","Drama, Music","104 min","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Oscar Isaac, Carey Mulligan, John Goodman","R",7.4,93,"166,028","Nominated for 2 Oscars. 47 wins & 174 nominations total","$13,235,319","United States, United Kingdom, France","English","Follow a week in the life of a young folk singer as he navigates the Greenwich Village folk scene of 1961. Guitar in tow, huddled against the unforgiving New York winter, he is struggling to make it as a musician against seemingly insurmountable obstacles -- some of them of his own making."
"2014-01-10",1840.06,1843.15,1832.43,1842.37,1842.37,3335710000,"^SPX","Lone Survivor","2013","Action, Biography, Drama","121 min","Peter Berg","Peter Berg, Marcus Luttrell, Patrick Robinson","Mark Wahlberg, Taylor Kitsch, Emile Hirsch","R",7.5,60,"314,539","Nominated for 2 Oscars. 6 wins & 16 nominations total","$125,095,601","United States, United Kingdom","English, Pashtu, Arabic","Marcus Luttrell, a Navy Seal, and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. After running into mountain herders and capturing them, they were left with no choice but to follow their rules of engagement or be imprisoned. Now Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
"2014-02-07",1776.01,1798.03,1776.01,1797.02,1797.02,3775990000,"^SPX","The Lego Movie","2014","Animation, Action, Adventure","100 min","Phil Lord, Christopher Miller","Phil Lord, Christopher Miller, Dan Hageman","Chris Pratt, Will Ferrell, Elizabeth Banks","PG",7.7,83,"399,860","Nominated for 1 Oscar. 72 wins & 67 nominations total","$257,966,122","United States, Denmark, Australia, Norway","English, Turkish","The LEGO Movie is a 3D animated film which follows lead character, Emmet a completely ordinary LEGO mini-figure who is identified as the most ""extraordinary person"" and the key to saving the Lego universe. Emmet and his friends go on an epic journey to stop the evil tyrant, Lord Business."
"2014-02-14",1828.46,1841.65,1825.59,1838.63,1838.63,3114750000,"^SPX","Endless Love","2014","Drama, Mystery, Romance","104 min","Shana Feste","Shana Feste, Joshua Safran, Scott Spencer","Gabriella Wilde, Alex Pettyfer, Bruce Greenwood","PG-13",6.2,30,"48,338","1 win total","$23,438,250","United States","English","David has had a crush on Jade since the first time he saw her in the tenth grade. With high school coming to an end, David has never spoken to her until her family pulls up to The Inn, where David works as a valet. She and David fall madly in love, a love that only grows stronger as parents try to tear them apart. David knows Jade's past, but as his secrets are slowly revealed, Jade's trust is tested and leaves them wondering if they are truly meant to be together."
"2014-02-21",1841.07,1846.13,1835.6,1836.25,1836.25,3403880000,"^SPX","Pompeii","2014","Action, Adventure, Drama","105 min","Paul W.S. Anderson","Janet Scott Batchler, Lee Batchler, Michael Robert Johnson","Kit Harington, Emily Browning, Kiefer Sutherland","PG-13",5.5,41,"119,212","9 wins & 4 nominations total","$23,219,748","Canada, Germany, United States, United Kingdom","English","Set in 79 A.D., POMPEII tells the epic story of Milo (Kit Harington), a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia (Emily Browning), the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him."
"2014-02-28",1855.12,1867.92,1847.67,1859.45,1859.45,3917450000,"^SPX","Non-Stop","2014","Action, Mystery, Thriller","106 min","Jaume Collet-Serra","John W. Richardson, Christopher Roach, Ryan Engle","Liam Neeson, Julianne Moore, Scoot McNairy","PG-13",6.9,56,"280,334","1 nomination total","$92,168,600","United Kingdom, France, United States, Canada","English, German","Bill Marks, a former cop dealing with his daughter's death by drinking, is now a federal air marshal. While on a flight from New York to London, Marks gets a text telling him that unless 150 million dollars is transferred to an offshore account, someone will die every 20 minutes. Can he find the terrorist in time and save everyone?"
"2014-03-07",1878.52,1883.57,1870.56,1878.04,1878.04,3564740000,"^SPX","Mr. Peabody & Sherman","2014","Animation, Adventure, Comedy","92 min","Rob Minkoff","Jay Ward, Craig Wright, Robert Ben Garant","Ty Burrell, Max Charles, Stephen Colbert","PG",6.8,59,"80,082","Nominated for 1 BAFTA Award2 wins & 16 nominations total","$111,506,430","United States, India","English","Mr. Peabody is a business titan, inventor, scientist, gourmand, two-time Olympic medalist and genius...who also happens to be a dog. Using his most ingenious invention, the WABAC machine, Mr. Peabody and his adopted boy Sherman hurtle back in time to experience world-changing events first-hand and interact with some of the greatest characters of all time. But when Sherman breaks the rules of time travel, our two heroes find themselves in a race to repair history and save the future, while Mr. Peabody may face his biggest challenge yet - being a parent."
"2014-03-07",1878.52,1883.57,1870.56,1878.04,1878.04,3564740000,"^SPX","300: Rise of an Empire","2014","Action, Drama","102 min","Noam Murro","Zack Snyder, Kurt Johnstad, Frank Miller","Sullivan Stapleton, Eva Green, Lena Headey","R",6.2,48,"322,559","2 wins & 7 nominations total","$106,580,051","United States, Bulgaria","English","After its victory over Leonidas' 300, the Persian Army under the command of Xerxes marches towards the major Greek city-states. The Democratic city of Athens, first on the path of Xerxes' army, bases its strength on its fleet, led by admiral Themistocles. Themistocles is forced to an unwilling alliance with the traditional rival of Athens, oligarchic Sparta whose might lies with its superior infantry troops. But Xerxes still reigns supreme in numbers over sea and land."
"2014-03-14",1845.07,1852.44,1839.57,1841.13,1841.13,3285460000,"^SPX","Need for Speed","2014","Action, Crime, Drama","132 min","Scott Waugh","George Gatins, John Gatins","Aaron Paul, Dominic Cooper, Imogen Poots","PG-13",6.4,39,"182,185","1 win & 6 nominations total","$43,577,636","United States, India","English","Framed by an ex-partner for a murder he did not commit, Tobey Marshall, a financially struggling custom-car builder and street-racer, spends two years in jail thinking about one moment. Fresh out of prison he reacquires the fastest car his workshop ever built and sold, and seeks to enter a secretive and extremely high-stakes race known as The DeLeon. His purpose; redemption, recognition from the world of racing and to solve his problems. Yet all this fades in comparison to his driving reason. Revenge. Above all, revenge. This is a story about love, redemption, revenge and motor oil all swirled together"
"2014-03-28",1850.07,1866.63,1850.07,1857.62,1857.62,2955520000,"^SPX","Noah","2014","Action, Adventure, Drama","138 min","Darren Aronofsky","Darren Aronofsky, Ari Handel","Russell Crowe, Jennifer Connelly, Anthony Hopkins","PG-13",5.8,68,"270,267","1 win & 19 nominations total","$101,200,044","United States","English","""In the beginning, there was nothing."" So starts this version of the story centered on Noah (Russell Crowe), the man entrusted by God to save the innocent animals of Earth as the rising floodwaters cleansed the planet of mankind's evil. As the telling continues, we learn how Adam and Eve's sins have passed down through generations through their sons Cain and Abel, and how the descendants of their righteous sibling Seth were entrusted with defending creation. One day, while foraging in the country, a descendant of Seth, Noah, sees his father slain by a descendant of Cain. In the process, Noah's birthright is stolen from him. Decades later, as a father of three, Noah experiences a vision foretelling the great flood that will wash over the Earth, destroying every living thing that stands on the soil. That vision leads Noah to seek out his grandfather, Methuselah (Sir Anthony Hopkins), in order to understand his mission. When a second vision reveals that Noah is to construct a massive ark designed to shelter every living animal during the great flood, Noah, his wife Naameh (Jennifer Connelly), their three sons Shem (Douglas Booth), Ham (Logan Lerman), and Japheth (Leo McHugh Carroll), and their adoptive sister Ila (Emma Watson) immediately begin construction on the vessel with the help of the Watchers, a race of angels created as beings of light, but encrusted in stone and mud and forsaken by God for their attempts to help man. Meanwhile, word of Noah's work soon reaches Tubal-cain (Ray Winstone), who gathers an army on a mission to overtake the ark, and survive the coming storm by any cost."
"2014-04-11",1830.65,1835.07,1814.36,1815.69,1815.69,3743460000,"^SPX","Oculus","2013","Horror, Mystery, Thriller","104 min","Mike Flanagan","Mike Flanagan, Jeff Howard, Jeff Seidman","Karen Gillan, Brenton Thwaites, Katee Sackhoff","R",6.5,61,"142,555","3 wins & 17 nominations","$27,695,246","United States","English","The twenty-one-year-old Timothy ""Tim"" Allen Russell is discharged from a mental institution by his psychiatric Dr. Shawn Graham completely healed from a childhood trauma where his father purportedly tortured and killed his mother before being killed himself by Tim. His sister Kaylie welcomes him in the parking area and brings him home. Then she tells that they need to destroy an ancient mirror that she has found through working at an auction house. She then steals the mirror and the reluctant Tim follows his sister and has fragmented recollections from their childhood, going back to when his father Alan buys a mirror for the home office of their new family home. Kaylie and Tim see a woman with their father in his office and the behaviors of Alan and Marie change, ending in a family tragedy. Kaylie blames the mirror and now she wants to destroy it with Tim. Will they succeed?"
"2014-04-25",1877.72,1877.72,1859.7,1863.4,1863.4,3213020000,"^SPX","The Other Woman","2014","Comedy, Romance","109 min","Nick Cassavetes","Melissa K. Stack","Cameron Diaz, Leslie Mann, Kate Upton","PG-13",6,39,"154,744","3 wins & 5 nominations total","$83,911,193","United States","English","After discovering her boyfriend is married, Carly Whitten tries to get her ruined life back on track. But when she accidentally meets the wife he's been cheating on, she realizes they have much in common, and her sworn enemy becomes her greatest friend. When yet another affair is discovered, all three women team up to plot mutual revenge on their cheating, lying, three-timing SOB."
"2014-05-02",1885.3,1891.33,1878.5,1881.14,1881.14,3159560000,"^SPX","The Amazing Spider-Man 2","2014","Action, Adventure, Sci-Fi","142 min","Marc Webb","Alex Kurtzman, Roberto Orci, Jeff Pinkner","Andrew Garfield, Emma Stone, Jamie Foxx","PG-13",6.6,53,"554,566","4 wins & 30 nominations total","$203,605,622","United States","English","We've always known that Spider-Man's most important conflict has been within himself: the struggle between the ordinary obligations of Peter Parker and the extraordinary responsibilities of Spider-Man. But in The Amazing Spider-Man 2, Peter Parker finds that his greatest battle is about to begin. It's great to be Spider-Man. For Peter Parker, there's no feeling quite like swinging between skyscrapers, embracing being the hero, and spending time with Gwen. But being Spider-Man comes at a price: only Spider-Man can protect his fellow New Yorkers from the formidable villains that threaten the city. With the emergence of Electro, Peter must confront a foe far more powerful than he. And as his old friend, Harry Osborn, returns, Peter comes to realize that all of his enemies have one thing in common: Oscorp."
"2014-05-09",1875.27,1878.57,1867.02,1878.48,1878.48,3025020000,"^SPX","Palo Alto","2013","Drama","100 min","Gia Coppola","Gia Coppola, James Franco","Emma Roberts, James Franco, Jack Kilmer","R",6.2,69,"31,946","4 nominations","$767,732","United States","English","Shy, sensitive April is the class virgin, torn between an illicit flirtation with her soccer coach Mr. B and an unrequited crush on sweet stoner Teddy. Emily, meanwhile, offers sexual favors to every boy to cross her path - including both Teddy and his best friend Fred, a life wire without filters or boundaries. As one high school party bleeds into the next - and April and Teddy struggle to admit their mutual affection - Fred's escalating recklessness starts to spiral into chaos."
"2014-05-09",1875.27,1878.57,1867.02,1878.48,1878.48,3025020000,"^SPX","Neighbors","2014","Comedy","97 min","Nicholas Stoller","Andrew Jay Cohen, Brendan O'Brien","Seth Rogen, Rose Byrne, Zac Efron","R",6.3,68,"334,834","7 wins & 11 nominations","$150,157,400","United States","English, Ukrainian","Kelly and Mac are settling down in a quiet neighborhood with their newborn child, until the frat brothers move into the house next door. Teddy is the President, and Pete is his right hand man, and they're quick to accept friendship when Kelly and Mac introduce themselves as the neighbors. Night after night, Mac asks Teddy to lower the fraternity's noise, even accepting the invitation to the party one evening. When Teddy goes back on his word to keep the partying down, Mac calls the police to deal with the problem. The police quickly blame Mac for their presence, and the war begins. As the family feuds with the frat brothers, things get hilariously dangerous and the fraternity ends up on thin ice with their college. After receiving their final warning and being placed on probation, Mac and Kelly pull a prank so ingenious that Teddy and Pete are forced to respond. All hell breaks loose, from Robert DeNiro parties to Christopher Mintz-Plasse having sex in the bushes, this comedy shows how things can go really wrong really quickly when a family and a frat house become neighbors."
"2014-05-16",1871.19,1878.28,1864.82,1877.86,1877.86,3173650000,"^SPX","Godzilla","2014","Action, Adventure, Sci-Fi","123 min","Gareth Edwards","Dave Callaham, Max Borenstein","Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston","PG-13",6.4,62,"452,496","7 wins & 33 nominations total","$200,676,069","United States, Japan","English, Japanese","In 1999, the Janjira nuclear plant was mysteriously destroyed with most hands lost including supervisor Joe Brody's colleague and wife, Sandra. Years later, Joe's son, Ford, a US Navy ordnance disposal officer, must go to Japan to help his estranged father who obsessively searches for the truth of the incident. In doing so, father and son discover the disaster's secret cause on the wreck's very grounds. This enables them to witness the reawakening of a terrible threat to all of Humanity, which is made all the worse with a second secret revival elsewhere. Against this cataclysm, the only hope for the world may be Godzilla, but the challenge for the King of the Monsters will be great even as Humanity struggles to understand the destructive ally they have."
"2014-05-23",1893.32,1901.26,1893.32,1900.53,1900.53,2396280000,"^SPX","Blended","2014","Comedy, Romance","117 min","Frank Coraci","Ivan Menchell, Clare Sera","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey","PG-13",6.5,31,"149,959","1 win & 10 nominations total","$46,306,208","United States","English","After a blind date gone horribly wrong, Jim and Lauren agree they never, ever want to see each other again. Well, that's all about to change when the two find themselves and their respective families (including children) all stuck together in one suite at an African Safari vacation spot."
"2014-05-23",1893.32,1901.26,1893.32,1900.53,1900.53,2396280000,"^SPX","X-Men: Days of Future Past","2014","Action, Adventure, Sci-Fi","132 min","Bryan Singer","Simon Kinberg, Jane Goldman, Matthew Vaughn","Patrick Stewart, Ian McKellen, Hugh Jackman","PG-13",7.9,75,"764,434","Nominated for 1 Oscar. 16 wins & 48 nominations total","$233,921,534","United Kingdom, United States, Canada","English, Vietnamese, French","In the future, the mutants and the humans who help them are slaughtered by powerful robots named Sentinels. Professor Xavier, Wolverine, Magneto, Storm, Kitty Pryde, and her friends meet at a monastery in China and Xavier explains that the invincible Sentinels were created using the DNA of Mystique that was captured in 1973 when she tried to assassinate their creator Dr. Bolivar Trask. Xavier tells that their only chance is return to 1973 using Pryde's ability to join Charles Xavier and Erik Lehnsherr to convince Mystique to give up her intention. However, only Wolverine can withstand the damages of the time travel. Will he succeed in stopping Mystique and the Sentinel Program, and save the mutants and their human friends from annihilation?"
"2014-05-30",1920.33,1924.03,1916.64,1923.57,1923.57,3263490000,"^SPX","Maleficent","2014","Action, Adventure, Drama","97 min","Robert Stromberg","Linda Woolverton, Charles Perrault, Milt Banta","Angelina Jolie, Elle Fanning, Sharlto Copley","PG",6.9,56,"409,164","Nominated for 1 Oscar. 12 wins & 44 nominations total","$241,410,378","United States, India, Canada, Italy, United Kingdom, Zambia","English","A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal - an act that begins to turn her pure heart to stone. Bent on revenge, Maleficent faces a battle with the invading king's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and perhaps to Maleficent's true happiness as well."
"2014-05-30",1920.33,1924.03,1916.64,1923.57,1923.57,3263490000,"^SPX","Chef","2014","Adventure, Comedy, Drama","114 min","Jon Favreau","Jon Favreau","Jon Favreau, Robert Downey Jr., Scarlett Johansson","R",7.3,68,"239,265","2 wins & 4 nominations total","$31,424,003","United States","English, Spanish","Carl Casper is an acclaimed chef with a family life that seems as decaying as his artistic freedom. Those frustrations boil over into a raucous viral-videoed public confrontation against a restaurant critic who panned his cooking of food that his boss ordered him to make against his instincts. Now with his career ruined, Carl's ex-wife offers an unorthodox solution in Miami: refit an old food truck to offer quality cooking on his own terms. Now with his young son, Percy, and old colleague, Martin, helping, Carl takes a working trip across America with that truck to rediscover his gastronomic passion. With Percy's tech savvy and Martin's enthusiasm, Carl finds that he is creating a traveling sensation on the way home. In doing so, Carl discovers he is serving up more than simply food, but also a deeper connection with his life and his family that is truly delicious in its own way."
